City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,egilsstadir,65.2653,-14.3948,279.92,89,100,1.46,IS,1714752990
293,princeville,45.7668,-61.2985,282.38,90,100,5.14,CA,1714752990
294,hermosillo,29.0667,-110.9667,298.66,31,0,2.06,MX,1714752976
295,cabo san lucas,22.8909,-109.9124,300.16,67,0,4.12,MX,1714752990
296,siwa oasis,29.2041,25.5195,305.43,13,31,3.9,EG,1714752990
297,saldanha,-33.0117,17.9442,293.18,86,60,2.73,ZA,1714753196
298,murun-kuren,49.6342,100.1625,283.49,26,82,2.38,MN,1714752990
299,awjilah,29.1081,21.2869,305.23,10,9,4.28,LY,1714752990
300,nagarote,12.2659,-86.5647,305.97,42,35,0.77,NI,1714753196
301,nosy varika,-20.5833,48.5333,297.26,82,56,5.1,MG,1714752990
302,manicore,-5.8092,-61.3003,305.21,63,100,1.78,BR,1714753196
303,yeosu,34.7546,127.6599,287.47,70,1,0.61,KR,1714753196
304,nanao,37.05,136.9667,286.14,86,0,0.5,JP,1714752990
305,kidal,18.4411,1.4078,316.01,9,6,2.22,ML,1714752990
306,nikel,69.4128,30.222,274.25,97,100,1.33,RU,1714752990
307,yelizovo,53.1873,158.3805,274.71,91,100,2.68,RU,1714752990
308,newman,37.3138,-121.0208,292.28,59,0,3.13,US,1714753196
309,jamestown,42.097,-79.2353,298.16,43,0,1.54,US,1714752991
310,lorengau,-2.0226,147.2712,300.7,79,100,1.59,PG,1714752991
311,qaqortoq,60.7167,-46.0333,276.01,42,0,2.49,GL,1714753196
312,karratha,-20.7377,116.8463,297.31,49,0,1.68,AU,1714753196
313,puerto lleras,3.0223,-73.4044,304.65,62,100,1.0,CO,1714753196
314,bamboo flat,11.7,92.7167,302.2,79,20,0.51,IN,1714753196
315,northam,51.0333,-4.2167,285.74,79,100,5.32,GB,1714753196
316,san rafael del yuma,18.4299,-68.6739,303.26,50,37,2.28,DO,1714753196
317,cabedelo,-6.9811,-34.8339,304.52,71,69,6.23,BR,1714753196
318,nadym,65.5333,72.5167,262.57,90,100,2.3,RU,1714752991
319,berdigestyakh,62.0989,126.6992,273.61,99,100,1.98,RU,1714752991
320,kill devil hills,36.0307,-75.676,302.15,74,0,4.12,US,1714753197
321,orumiyeh,37.5527,45.0761,286.9,67,75,5.14,IR,1714753197
322,martapura,-3.4167,114.85,300.2,89,100,2.06,ID,1714752991
323,nar'yan-mar,67.6713,53.087,267.1,92,90,2.24,RU,1714752991
324,taoudenni,22.6783,-3.9836,312.09,4,0,2.29,ML,1714753197
325,puerto armuelles,8.2833,-82.8667,302.02,72,33,0.45,PA,1714752992
326,argo,37.6333,22.7333,293.9,35,1,5.61,GR,1714752992
327,port alfred,-33.5906,26.891,296.03,68,0,4.6,ZA,1714753197
328,taksimo,56.3444,114.8794,273.98,70,100,1.03,RU,1714753197
329,manaure,11.7751,-72.4445,302.34,73,100,4.8,CO,1714753197
330,aljezur,37.3191,-8.8033,290.0,56,73,4.45,PT,1714752992
331,nova sintra,14.8667,-24.7167,296.33,82,0,11.98,CV,1714752992
332,fortuna,40.5982,-124.1573,287.0,90,75,3.09,US,1714752992
333,mumford,5.2618,-0.759,303.14,73,43,5.3,GH,1714752992
334,ferkessedougou,9.6,-5.2,311.37,28,93,3.12,CI,1714753197
335,insar,53.8653,44.3738,276.05,49,58,3.86,RU,1714752992
336,kapit,2.0167,112.9333,297.07,99,100,0.64,MY,1714753197
337,datong,40.0936,113.2914,289.04,31,94,2.55,CN,1714753121
338,alcantara,-2.4089,-44.4147,306.26,64,99,3.32,BR,1714753197
339,taroa,8.7058,171.2275,300.77,82,100,8.0,MH,1714753197
340,el bauga,18.262,33.9081,308.62,11,0,4.4,SD,1714753118
341,temozon,20.8,-88.2167,304.2,38,94,2.91,MX,1714753197
342,al ghayzah,16.2079,52.176,302.75,73,52,5.94,YE,1714752992
343,pariaman,-0.619,100.12,299.18,90,100,1.66,ID,1714753198
344,nemuro,43.3236,145.575,277.03,81,81,7.1,JP,1714753198
345,petropavlovka,50.6114,105.3196,278.54,85,0,0.69,RU,1714752992
346,crucecita,-28.95,-58.9833,287.44,79,100,4.91,AR,1714753198
347,balqash,46.8481,74.995,289.58,47,100,1.89,KZ,1714752993
348,mata-utu,-13.2816,-176.1745,302.05,78,100,4.56,WF,1714753198
349,yuxia,34.0615,108.6291,284.49,97,100,0.66,CN,1714753198
350,machakos,-1.5167,37.2667,295.12,91,99,1.8,KE,1714752993
351,la troncal,-2.4,-79.3333,297.99,97,100,0.73,EC,1714753198
352,turpan,42.9333,89.1667,298.88,12,97,2.26,CN,1714752993
353,shetpe,44.1667,52.1167,291.27,41,100,3.63,KZ,1714753198
354,soio,-6.1349,12.3689,300.93,82,100,4.31,AO,1714753198
355,kendari,-3.945,122.4989,297.24,98,100,1.23,ID,1714753198
356,port pirie,-33.1833,138.0167,285.52,50,0,1.34,AU,1714753198
357,bayanhongor,46.7167,100.1167,277.95,26,1,1.1,MN,1714753198
358,sosnovyy bor,59.9,29.1167,285.13,75,100,3.44,RU,1714753198
359,tual,-5.6667,132.75,301.5,78,99,3.91,ID,1714752993
360,marica,-22.9194,-42.8186,309.53,73,0,6.17,BR,1714752993
361,muynoq,43.7683,59.0214,291.19,53,34,5.96,UZ,1714752993
362,magistral'nyy,56.1725,107.4458,278.91,62,63,1.76,RU,1714753198
363,santa ana,33.7456,-117.8678,291.0,83,100,2.06,US,1714752957
364,touros,-5.1989,-35.4608,302.19,78,100,6.04,BR,1714753198
365,conception bay south,47.4999,-52.9981,279.29,96,100,6.09,CA,1714753198
366,marsh harbour,26.5412,-77.0636,297.25,75,4,4.92,BS,1714753198
367,badiyah,22.45,58.8,306.74,32,35,4.76,OM,1714752993
368,airway heights,47.6446,-117.5933,284.92,56,20,4.12,US,1714752975
369,la sarre,48.8002,-79.1996,283.06,93,100,3.89,CA,1714753199
370,san carlos,9.6612,-68.5827,304.21,61,100,0.67,VE,1714752994
371,sinabang,2.4803,96.3801,299.16,94,100,4.35,ID,1714752994
372,agat village,13.3886,144.6585,300.67,81,20,3.09,GU,1714752994
373,sirjan,29.452,55.6814,290.42,56,95,4.78,IR,1714752994
374,kailua-kona,19.6406,-155.9956,296.13,86,40,0.0,US,1714752908
375,birobidzhan,48.8,132.95,283.61,32,99,1.33,RU,1714752994
376,uvel'skiy,54.4446,61.3574,280.88,56,69,5.69,RU,1714753199
377,karasuk,53.7377,78.0403,278.1,68,24,3.33,RU,1714752994
378,sandnessjoen,66.0217,12.6316,288.44,71,20,5.66,NO,1714752994
379,chadan,51.2833,91.5833,282.96,62,70,0.44,RU,1714752994
380,aden,12.7794,45.0367,303.17,78,30,3.87,YE,1714753199
381,kavieng,-2.5744,150.7967,301.25,80,100,2.45,PG,1714753199
382,nogliki,51.8333,143.1667,271.67,92,27,3.13,RU,1714753199
383,as sulaymaniyah,35.5611,45.4375,286.39,100,75,4.12,IQ,1714753199
384,whakatane,-37.9585,176.9854,279.69,99,22,3.16,NZ,1714752994
385,ponta delgada,37.7333,-25.6667,292.55,82,40,6.17,PT,1714752994
386,alice springs,-23.7,133.8833,281.9,76,0,0.0,AU,1714752994
387,newton abbot,50.5286,-3.6119,288.57,74,100,4.85,GB,1714753199
388,warri,5.5167,5.75,302.97,70,100,1.99,NG,1714752995
389,luderitz,-26.6481,15.1594,291.63,74,1,2.78,NA,1714753199
390,gloucester,51.8657,-2.2431,286.1,90,75,3.6,GB,1714753130
391,mossel bay,-34.1831,22.146,296.07,54,2,2.5,ZA,1714752926
392,catalhoyuk,37.6685,32.8269,290.27,48,47,3.36,TR,1714753199
393,garoowe,8.4054,48.4845,299.72,73,100,4.84,SO,1714753199
394,kerikeri,-35.2268,173.9474,286.01,85,88,1.44,NZ,1714753199
395,arno,60.1167,18.6333,280.81,49,18,4.57,SE,1714753199
396,queenstown,-31.8976,26.8753,293.41,26,0,2.51,ZA,1714752995
397,levelland,33.5873,-102.378,294.79,63,49,3.38,US,1714753200
398,ola,59.5833,151.2833,269.9,85,78,2.94,RU,1714753200
399,lerwick,60.1545,-1.1494,286.15,77,68,4.01,GB,1714753200
400,karangampel,-6.4622,108.4519,301.06,81,59,4.14,ID,1714752995
401,zhumysker,49.3333,49.4,283.45,50,57,7.61,KZ,1714752995
402,punta alta,-38.8759,-62.0736,288.14,37,2,6.77,AR,1714752995
403,dehdasht,30.7949,50.5646,290.62,73,28,2.36,IR,1714752995
404,kichmengskiy gorodok,59.9816,45.7854,274.23,49,93,2.68,RU,1714752995
405,villa regina,-39.1,-67.0667,286.52,28,34,6.36,AR,1714753200
406,bardai,11.65,7.2333,312.68,14,75,6.36,NG,1714752995
407,fallon,39.4735,-118.7774,286.44,44,75,5.66,US,1714752995
408,barquisimeto,10.0739,-69.3228,296.79,88,100,1.31,VE,1714753200
409,port maria,18.3685,-76.8895,305.36,76,32,4.97,JM,1714753200
410,toliara,-23.35,43.6667,298.8,55,0,8.19,MG,1714752996
411,ashkasham,36.6833,71.5333,275.89,79,100,1.38,AF,1714753200
412,mughal sarai,25.3,83.1167,301.19,10,2,3.69,IN,1714752996
413,bangassou,4.7413,22.8184,299.69,67,100,3.69,CF,1714753200
414,fort st. john,56.2499,-120.8529,281.91,59,100,2.66,CA,1714752905
415,labytnangi,66.6572,66.4183,260.58,89,46,1.72,RU,1714752996
416,kirakira,-10.4544,161.9205,299.42,92,100,3.94,SB,1714753200
417,tomatlan,19.9333,-105.25,302.99,39,4,1.45,MX,1714752996
418,dawangtai,39.2703,117.4786,291.14,63,0,2.0,CN,1714752996
419,hammerfest,70.6634,23.6821,277.4,93,75,0.51,NO,1714753200
420,lianhe,47.1333,129.2667,281.15,38,40,1.18,CN,1714753200
421,nueve de julio,-35.4444,-60.8831,288.69,43,10,1.34,AR,1714753164
422,broken hill,-31.95,141.4333,283.24,95,0,3.96,AU,1714753200
423,sovetskiy,61.3614,63.5842,273.09,79,94,4.02,RU,1714752941
424,saint-francois,46.4154,3.9054,287.84,55,86,3.09,FR,1714753201
425,sabha,27.0377,14.4283,307.93,16,71,8.93,LY,1714752996
426,happy valley-goose bay,53.3168,-60.3315,275.32,87,100,6.69,CA,1714753201
427,porto novo,6.4965,2.6036,303.4,71,100,5.27,BJ,1714752997
428,el matama,16.7095,33.3565,310.25,8,17,3.78,SD,1714753201
429,santa ponsa,39.5087,2.4766,295.66,46,59,2.98,ES,1714752997
430,zyryanskoye,56.8306,86.6258,273.77,80,87,2.06,RU,1714752997
431,mount gambier,-37.8333,140.7667,282.0,93,32,1.85,AU,1714753201
432,xining,36.6167,101.7667,281.21,73,99,0.62,CN,1714753201
433,huarmey,-10.0681,-78.1522,295.88,77,59,4.49,PE,1714752997
434,ambon,-3.6954,128.1814,300.3,95,40,2.06,ID,1714752997
435,kharkhorin,47.1975,102.8238,281.09,49,0,2.74,MN,1714753201
436,barreirinha,-2.7933,-57.07,304.35,67,100,2.8,BR,1714753201
437,nova olinda do norte,-3.8881,-59.0942,302.71,80,100,1.21,BR,1714753201
438,berezovyy,51.6667,135.7,272.79,94,38,0.68,RU,1714753201
439,keelung,25.1283,121.7419,297.23,88,94,3.38,TW,1714753201
440,el granada,37.5027,-122.4694,291.49,74,20,2.06,US,1714753201
441,chipinge,-20.1883,32.6236,291.5,59,3,1.92,ZW,1714752997
442,laibin,23.7,109.2667,294.75,96,97,1.48,CN,1714752997
443,rawah,34.4816,41.9093,300.5,29,12,4.7,IQ,1714752997
444,smirnovo,54.5125,69.4222,282.24,58,96,7.79,KZ,1714753201
445,sona,45.4388,10.8255,292.51,65,40,1.03,IT,1714753201
446,cill airne,52.05,-9.5167,286.18,71,40,2.06,IE,1714752997
447,morant bay,17.8815,-76.4093,302.94,74,4,3.72,JM,1714753202
448,fairbanks,64.8378,-147.7164,277.15,58,40,2.06,US,1714753202
449,lepsy,46.235,78.9456,291.93,28,100,1.01,KZ,1714753202
450,ondjiva,-17.0667,15.7333,301.85,17,94,2.67,AO,1714753202
451,trinidad,-14.8333,-64.9,306.14,62,40,5.14,BO,1714753202
452,rahimah,26.7079,50.0619,304.27,79,69,9.67,SA,1714752998
453,ternate,0.8,127.4,300.42,84,100,3.47,ID,1714753202
454,nizao,18.25,-70.2,302.3,59,5,5.59,DO,1714752998
455,zouerate,22.7187,-12.4521,307.58,7,0,2.97,MR,1714753202
456,changli,39.7042,119.1506,288.03,43,100,1.77,CN,1714752998
457,torbat-e heydariyeh,35.274,59.2195,288.01,69,92,2.86,IR,1714752998
458,kingscliff,-28.2667,153.5667,290.24,94,100,1.54,AU,1714753202
459,tadine,-21.55,167.8833,295.63,63,99,5.88,NC,1714752998
460,chonchi,-42.6128,-73.8092,283.77,94,97,1.59,CL,1714753202
461,tamanrasset,22.785,5.5228,307.1,9,53,5.14,DZ,1714753202
462,tutoia,-2.7619,-42.2744,303.68,69,100,4.17,BR,1714753202
463,leiyang,26.4024,112.8591,293.33,97,100,0.69,CN,1714752998
464,tvoroyri,61.5556,-6.8111,281.64,91,0,7.34,FO,1714752998
465,atyrau,47.1167,51.8833,289.16,33,0,3.0,KZ,1714753203
466,kone,-21.0595,164.8658,291.86,82,98,1.76,NC,1714752998
467,rio grande,-32.035,-52.0986,292.21,66,99,4.36,BR,1714753203
468,tralee,52.2704,-9.7026,286.29,71,40,2.06,IE,1714752998
469,nazilli,37.9163,28.3223,294.16,55,11,3.63,TR,1714752998
470,saint ann's bay,18.4358,-77.201,300.46,79,28,5.52,JM,1714752999
471,acarau,-2.8856,-40.12,302.16,79,100,5.67,BR,1714752999
472,chivhu,-19.0211,30.8922,290.08,37,4,3.07,ZW,1714753203
473,phongsali,21.6833,102.1058,292.82,57,9,1.45,LA,1714752999
474,noumea,-22.2763,166.4572,290.14,70,28,4.45,NC,1714753203
475,fomboni,-12.28,43.7425,301.8,77,100,4.83,KM,1714753203
476,portage la prairie,49.9728,-98.2926,282.1,82,100,5.14,CA,1714753203
477,volchansk,59.9378,60.081,268.98,76,53,2.41,RU,1714753203
478,neryungri,56.6709,124.6491,264.92,98,71,1.34,RU,1714752999
479,gobabis,-22.45,18.9667,296.68,15,4,5.08,NA,1714753203
480,manokwari,-0.8667,134.0833,299.39,83,85,1.64,ID,1714753204
481,hancheng,32.5186,112.3522,285.43,85,100,2.8,CN,1714753204
482,suva,-18.1416,178.4415,298.86,100,75,2.06,FJ,1714752999
483,velingara,13.15,-14.1167,315.7,12,52,2.79,SN,1714753204
484,betio village,1.358,172.9211,301.17,80,68,5.45,KI,1714753204
485,ruzayevka,54.0639,44.9509,276.08,69,77,5.1,RU,1714753204
486,las khorey,11.1595,48.1967,304.33,72,56,2.96,SO,1714752999
487,bury st edmunds,52.2463,0.7111,284.29,93,100,6.69,GB,1714752999
488,paka,4.6374,103.4368,299.61,87,46,0.77,MY,1714752999
489,klyuchi,52.2667,79.1667,278.24,86,30,2.67,RU,1714752999
490,andorra,42.5,1.5,289.16,36,20,4.63,AD,1714753204
491,amga,60.8953,131.9608,275.43,97,100,0.93,RU,1714753204
492,nsanje,-16.92,35.262,298.26,58,4,2.46,MW,1714753204
493,caleta de carquin,-11.0925,-77.6267,295.06,79,81,4.06,PE,1714753204
494,veinticinco de mayo,-35.4323,-60.1727,286.86,48,72,3.73,AR,1714753000
495,aripuana,-9.1667,-60.6333,306.42,48,99,1.75,BR,1714753000
496,anchorage,61.2181,-149.9003,281.59,75,100,2.57,US,1714753204
497,independencia,-5.3964,-40.3086,306.04,45,92,4.07,BR,1714752923
498,labrador city,52.9463,-66.9114,274.92,79,100,3.58,CA,1714752911
499,ouadda,8.0777,22.4007,309.09,17,53,1.79,CF,1714753000
500,angra do heroismo,38.65,-27.2167,293.49,73,40,6.35,PT,1714753205
501,peace river,56.2501,-117.286,282.96,55,39,2.52,CA,1714753000
502,iskateley,67.6803,53.1512,267.05,92,90,2.24,RU,1714753000
503,cidreira,-30.1811,-50.2056,291.96,84,100,5.84,BR,1714753000
504,kruisfontein,-34.0033,24.7314,301.42,23,0,2.92,ZA,1714753000
505,shalya,57.2471,58.7298,273.11,95,100,6.38,RU,1714753000
506,remire-montjoly,4.9167,-52.2667,300.17,94,100,2.06,GF,1714753205
507,kisangani,0.5167,25.2,298.48,80,100,1.06,CD,1714753000
508,nouadhibou,20.931,-17.0347,298.14,53,0,6.69,MR,1714753205
509,pisco,-13.7,-76.2167,294.27,83,75,3.09,PE,1714753205
510,san antonio,29.4241,-98.4936,298.65,95,100,2.57,US,1714753040
511,kingston,17.997,-76.7936,304.35,66,20,2.57,JM,1714752999
512,nasir,15.5894,32.5634,311.13,7,32,6.27,SD,1714753000
513,nizhniy odes,63.6445,54.856,268.04,95,100,1.53,RU,1714753205
514,rabo de peixe,37.8,-25.5833,291.88,99,40,6.69,PT,1714753161
515,caransebes,45.4167,22.2167,284.59,98,100,0.9,RO,1714753000
516,north tamworth,-31.0778,150.9261,288.21,67,40,4.63,AU,1714753205
517,iwanai,42.9744,140.5089,278.9,83,2,1.9,JP,1714753205
518,st ives,50.2086,-5.4875,286.39,71,20,4.63,GB,1714753205
519,richards bay,-28.783,32.0377,295.54,78,0,5.29,ZA,1714753001
520,opuwo,-18.0607,13.84,301.86,18,43,2.43,NA,1714753001
521,idri,27.5,13.2667,305.82,21,97,4.13,LY,1714753001
522,dunda,-8.1167,34.25,295.29,68,99,2.75,TZ,1714753205
523,moires,35.0532,24.8744,295.57,81,6,8.49,GR,1714753001
524,susanville,40.4163,-120.653,283.6,51,3,2.24,US,1714752908
525,dali,25.7,100.1833,286.08,63,2,3.0,CN,1714753001
526,nadi,-17.8,177.4167,297.15,88,40,0.0,FJ,1714753001
527,klaksvik,62.2266,-6.589,287.66,92,49,4.26,FO,1714753001
528,machulishchy,53.7788,27.5948,290.03,59,18,3.7,BY,1714753001
529,mont-laurier,46.5501,-75.4993,289.36,58,100,3.6,CA,1714753001
530,mugia,43.1041,-9.2179,287.54,94,100,13.97,ES,1714753001
531,bengkulu,-3.8004,102.2655,299.35,92,100,1.63,ID,1714753001
532,bereznik,62.8551,42.7072,274.35,54,88,3.49,RU,1714753001
533,rudnyy,52.9594,63.1206,278.28,60,39,3.02,KZ,1714753206
534,midvagur,62.0511,-7.1939,287.61,62,0,8.23,FO,1714753001
535,betioky,-23.7167,44.3833,295.3,55,0,5.72,MG,1714753001
536,poshekhon'ye,58.4993,39.1353,276.6,49,35,2.69,RU,1714753206
537,sena madureira,-9.0656,-68.6569,303.17,74,87,1.71,BR,1714753206
538,delvada,20.7667,71.0333,300.94,68,12,6.52,IN,1714753002
539,pacific grove,36.6177,-121.9166,288.96,89,40,4.92,US,1714753206
540,kozhevnikovo,56.2589,83.9714,272.73,91,56,2.58,RU,1714753206
541,pacocha,-17.5833,-71.3333,291.23,88,100,4.63,PE,1714753002
542,calatayud,41.3535,-1.6432,295.2,34,87,8.71,ES,1714753002
543,saudarkrokur,65.7461,-19.6394,282.17,72,99,3.58,IS,1714753002
544,buzdyak,54.5833,54.55,276.38,81,97,4.49,RU,1714753206
545,purificacion,3.8587,-74.9313,303.2,66,87,1.47,CO,1714753002
546,masterton,-40.9597,175.6575,281.54,93,51,0.85,NZ,1714753206
547,freetown,8.484,-13.2299,304.99,66,75,4.63,SL,1714753206
548,tucumcari,35.1717,-103.725,290.9,56,92,3.09,US,1714753002
549,mili,6.0815,171.735,301.22,81,100,8.76,MH,1714752923
550,ulsteinvik,62.3432,5.8487,292.65,77,1,3.55,NO,1714753206
551,christchurch,-43.5333,172.6333,278.41,100,100,1.03,NZ,1714753206
552,charters towers,-20.1,146.2667,293.97,73,100,2.98,AU,1714753206
553,kiunga,-6.1219,141.2906,297.04,100,100,0.63,PG,1714753002
554,zuwarah,32.9312,12.082,292.62,63,71,7.12,LY,1714753207
555,gornopravdinsk,60.05,69.9,273.23,87,100,5.25,RU,1714753002
556,youkounkoun,12.5333,-13.1333,315.97,14,88,2.05,GN,1714753207
557,de aar,-30.6497,24.0123,296.12,28,0,4.97,ZA,1714753207
558,westport,41.1415,-73.3579,289.9,66,0,5.66,US,1714753207
559,rongelap,11.1635,166.8941,300.22,82,100,7.81,MH,1714753207
560,merizo village,13.2658,144.6691,300.46,85,96,5.21,GU,1714753207
561,waingapu,-9.6567,120.2641,298.12,83,13,4.09,ID,1714753003
562,micheweni,-4.9667,39.8333,301.51,78,100,7.7,TZ,1714753207
563,brasileia,-11.0161,-68.7481,304.03,65,88,1.38,BR,1714753003
564,berwick-upon-tweed,55.7833,-2.0,284.5,93,94,4.26,GB,1714753207
565,okha,53.5739,142.9478,272.18,79,62,2.24,RU,1714753003
566,karlovac,45.4872,15.5478,287.67,97,100,1.76,HR,1714753207
567,ringkobing,56.0901,8.244,295.14,49,28,6.69,DK,1714753207
568,salekhard,66.53,66.6019,260.59,89,52,1.34,RU,1714752962
569,parabel',58.6978,81.4825,271.43,59,82,2.68,RU,1714753003
570,sao vicente,-23.9631,-46.3919,308.25,50,0,2.06,BR,1714753207
571,namdrik,5.5994,168.1028,301.37,83,100,8.59,MH,1714753003
572,al jahra',29.3375,47.6581,300.16,30,33,1.19,KW,1714753003
573,talcahuano,-36.7167,-73.1167,283.07,73,100,4.92,CL,1714752978
574,beinamar,8.6698,15.3813,314.11,11,92,3.9,TD,1714753207
575,comodoro rivadavia,-45.8667,-67.5,283.53,48,100,3.7,AR,1714753003
576,kollam,8.8833,76.6,302.71,83,79,4.39,IN,1714753207
577,boke,10.9409,-14.2967,312.9,28,99,2.57,GN,1714753208
578,kargasok,59.0556,80.8572,270.91,62,44,2.68,RU,1714753003
579,alofi,-19.0595,-169.9187,298.09,94,33,1.54,NU,1714753208
580,wenxing,28.6667,112.8833,290.41,99,100,2.33,CN,1714753208
581,ierapetra,35.01,25.7353,294.9,67,2,3.58,GR,1714753003
582,purranque,-40.9167,-73.1667,279.97,96,100,4.35,CL,1714753208
583,kalavai,12.7703,79.42,305.6,53,100,6.22,IN,1714753003
584,brigantine,39.4101,-74.3646,285.26,86,100,7.2,US,1714753207
